a1|1|800000
a1|1|800100
a1|1|800200
a1|1|800300
a1|1|800400
a1|1|800500
a1|1|800600
a1|1|800700
a1|1|800800
a1|1|800900
a1|1|801000
a1|1|801100
a1|1|801200
a1|1|801300
a1|1|801400
a1|1|801500
a1|1|801600
a1|1|801700
a1|1|801800
a1|1|801900
a1|1|802000
a1|1|802100
a1|1|802200
a1|1|802300
a1|1|802400
a1|1|802500
a1|1|802600
a1|1|802700
a1|1|802800
a1|1|802900
a1|1|803000
a1|1|803100
a1|1|803200
a1|1|803300
a1|1|803400
a1|1|803500
a1|1|803600
a1|1|803700
a1|1|803800
a1|1|803900
a1|1|804000
a1|1|804100
a1|1|804200
a1|1|804300
a1|1|804400
a1|1|804500
a1|1|804600
a1|1|804700
a1|1|804800
a1|1|804900
a1|1|805000
a1|1|805100
a1|1|805200
a1|1|805300
a1|1|805400
a1|1|805500
a1|1|805600
a1|1|805700
a1|1|805800
a1|1|805900
a1|1|806000
a1|1|806100
a1|1|806200
a1|1|806300
a1|1|806400
a1|1|806500
a1|1|806600
a1|1|806700
a1|1|806800
a1|1|806900
a1|1|807000
a1|1|807100
a1|1|807200
a1|1|807300
a1|1|807400
a1|1|807500
a1|1|807600
a1|1|807700
a1|1|807800
a1|1|807900
a1|1|808000
a1|1|808100
a1|1|808200
a1|1|808300
a1|1|808400
a1|1|808500
a1|1|808600
a1|1|808700
a1|1|808800
a1|1|808900
a1|1|809000
a1|1|809100
a1|1|809200
a1|1|809300
a1|1|809400
a1|1|809500
a1|1|809600
a1|1|809700
a1|1|809800
a1|1|809900
a1|1|810000
a1|1|810100
a1|1|810200
a1|1|810300
a1|1|810400
a1|1|810500
a1|1|810600
a1|1|810700
a1|1|810800
a1|1|810900
a1|1|811000
a1|1|811100
a1|1|811200
a1|1|811300
a1|1|811400
a1|1|811500
a1|1|811600
a1|1|811700
a1|1|811800
a1|1|811900
a1|1|812000
a1|1|812100
a1|1|812200
a1|1|812300
a1|1|812400
a1|1|812500
a1|1|812600
a1|1|812700
a1|1|812800
a1|1|812900
a1|1|813000
a1|1|813100
a1|1|813200
a1|1|813300
a1|1|813400
a1|1|813500
a1|1|813600
a1|1|813700
a1|1|813800
a1|1|813900
a1|1|814000
a1|1|814100
a1|1|814200
a1|1|814300
a1|1|814400
a1|1|814500
a1|1|814600
a1|1|814700
a1|1|814800
a1|1|814900
a1|1|815000
a1|1|815100
a1|1|815200
a1|1|815300
a1|1|815400
a1|1|815500
a1|1|815600
a1|1|815700
a1|1|815800
a1|1|815900
a1|1|816000
a1|1|816100
a1|1|816200
a1|1|816300
a1|1|816400
a1|1|816500
a1|1|816600
a1|1|816700
a1|1|816800
a1|1|816900
a1|1|817000
a1|1|817100
a1|1|817200
a1|1|817300
a1|1|817400
a1|1|817500
a1|1|817600
a1|1|817700
a1|1|817800
a1|1|817900
a1|1|818000
a1|1|818100
a1|1|818200
a1|1|818300
a1|1|818400
a1|1|818500
a1|1|818600
a1|1|818700
a1|1|818800
a1|1|818900
a1|1|819000
a1|1|819100
a1|1|819200
a1|1|819300
a1|1|819400
a1|1|819500
a1|1|819600
a1|1|819700
a1|1|819800
a1|1|819900
a1|1|820000
a1|1|820100
a1|1|820200
a1|1|820300
a1|1|820400
a1|1|820500
a1|1|820600
a1|1|820700
a1|1|820800
a1|1|820900
a1|1|821000
a1|1|821100
a1|1|821200
a1|1|821300
a1|1|821400
a1|1|821500
a1|1|821600
a1|1|821700
a1|1|821800
a1|1|821900
a1|1|822000
a1|1|822100
a1|1|822200
a1|1|822300
a1|1|822400
a1|1|822500
a1|1|822600
a1|1|822700
a1|1|822800
a1|1|822900
a1|1|823000
a1|1|823100
a1|1|823200
a1|1|823300
a1|1|823400
a1|1|823500
a1|1|823600
a1|1|823700
a1|1|823800
a1|1|823900
a1|1|824000
a1|1|824100
a1|1|824200
a1|1|824300
a1|1|824400
a1|1|824500
a1|1|824600
a1|1|824700
a1|1|824800
a1|1|824900
a1|1|825000
a1|1|825100
a1|1|825200
a1|1|825300
a1|1|825400
a1|1|825500
a1|1|825600
a1|1|825700
a1|1|825800
